Age,Gender,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
26,Male,57317,686,48925,Personal,Unemployed,17,Good,0.374652491,31891,4,Dawnstad,KY,Algeria,0,0,Low
34,Female,70010,634,18989,Home,Employed,15,Good,0.170497722,190531,0,Carrberg,HI,French Guiana,3,2,Low
65,Non-binary,104606,775,15694,Home,Unemployed,12,Fair,0.525808856,159981,1,Robertstad,CT,Bangladesh,2,2,Medium
50,Non-binary,67670,711,40726,Personal,Employed,8,Fair,0.433614471,133876,3,Goldentown,MN,Kyrgyz Republic,2,0,Medium
69,Non-binary,40343,747,30295,Home,Unemployed,10,Good,0.341792657,177134,0,Walkerstad,MH,Madagascar,1,2,Low
66,Male,45966,774,39537,Home,Self-employed,13,Fair,0.525552566,73922,2,North Karen,DC,Egypt,2,0,Low
56,Male,28009,694,9372,Business,Self-employed,3,Poor,0.129868952,183130,2,East Steven,CO,Sao Tome and Principe,2,1,Low
37,Non-binary,106348,688,45084,Home,Unemployed,9,Fair,0.422784684,221567,1,Port Morgan,FM,Moldova,3,1,Medium
55,Non-binary,94628,727,13628,Business,Unemployed,13,Good,0.280068532,47527,,Taylorshire,WA,Korea,4,0,Medium
33,Female,50041,634,43577,Auto,Unemployed,19,Poor,0.435912922,83464,0,New Josephville,DC,Turks and Caicos Islands,0,1,Low
39,Non-binary,42003,769,24044,Personal,Unemployed,19,Good,0.229351707,158827,1,Williamsonside,TX,Taiwan,3,2,Low
39,Female,54623,679,37997,Business,Employed,14,Poor,0.121936356,224805,3,North Ruben,SD,Guinea-Bissau,4,2,Medium
68,Female,56153,671,41892,Personal,Self-employed,19,Good,0.134232703,38454,2,Blackview,VT,Sudan,,2,Low
31,Male,25630,740,44166,Auto,Self-employed,1,Good,0.580609465,156354,,East Tiffany,RI,Cocos (Keeling) Islands,,0,Low
25,Female,31377,648,47971,Personal,Employed,0,Excellent,0.223110899,105914,1,West Rachelstad,AK,Libyan Arab Jamahiriya,4,0,Medium
24,Female,27543,701,18806,Auto,Unemployed,1,Excellent,0.251389585,57503,3,Phillipville,NE,Greenland,3,1,Low
38,Non-binary,102172,608,11026,Business,Unemployed,2,Excellent,0.594916663,292434,4,New Nancy,ME,Italy,1,2,Low
50,Male,92796,602,26101,Business,Self-employed,3,Poor,0.151181553,275199,1,Lake Mistyville,WV,Myanmar,4,2,High
29,Female,32941,602,39503,Auto,Unemployed,10,Fair,0.197278038,38837,1,Shelbyland,NJ,Antigua and Barbuda,3,2,Low
60,Male,28539,729,29166,Auto,Employed,19,Poor,0.501716207,255685,3,Iantown,AL,Kyrgyz Republic,2,0,Low
30,Non-binary,34999,781,26627,Business,Unemployed,15,Poor,0.13144761,70655,0,Charlesburgh,AK,Tajikistan,4,1,Low
49,Non-binary,20445,722,5761,Business,Employed,9,Good,0.143964631,171902,0,Bakerside,PW,Faroe Islands,,2,Low
35,Non-binary,118831,795,10457,Business,Unemployed,13,Fair,0.256559211,59001,,West Paulburgh,DE,Brunei Darussalam,1,2,Low
35,Female,78920,649,49591,Business,Employed,7,Good,0.547939016,211600,,Lake Ericaberg,AZ,Lebanon,,0,Low
42,Male,89363,656,34118,Home,Self-employed,19,Good,0.486052145,283817,4,Lake Janetville,MD,Costa Rica,2,0,Medium
53,Female,117135,628,10282,Home,Employed,9,Good,0.55687325,32508,1,Colleenfort,UT,British Indian Ocean Territory (Chagos Archipelago),,2,Medium
44,Non-binary,89360,686,32115,Business,Self-employed,12,Excellent,0.409615829,84985,3,Lake Jill,WY,Northern Mariana Islands,3,2,Medium
30,Female,104475,646,48518,Personal,Unemployed,14,Fair,0.244179883,24636,2,Port Karen,OK,Saint Barthelemy,1,0,Low
51,Non-binary,95940,630,37864,Personal,Unemployed,19,Fair,0.15542864,132465,,Port Christopherview,PR,Estonia,4,2,Medium
53,Female,93185,649,24533,Business,Unemployed,12,Excellent,0.477788493,128391,,West Stevenport,AS,Georgia,,2,Medium
30,Non-binary,103017,616,35905,Home,Self-employed,8,Fair,0.244223361,295016,0,South Scott,IN,Ethiopia,4,2,Low
31,Non-binary,26385,718,12393,Business,Employed,3,Excellent,0.419267681,276755,0,East Allison,MA,Nepal,2,2,Low
56,Non-binary,67475,699,14933,Auto,Employed,5,Good,0.236939704,284679,0,Kelleyshire,AK,Serbia,2,2,Low
30,Non-binary,47690,739,48369,Business,Employed,19,Good,0.204502662,204498,3,North Nicholashaven,MI,Colombia,1,1,Low
49,Male,53087,652,34447,Personal,Unemployed,6,Fair,0.328107405,110696,0,South Melissaborough,GA,Heard Island and McDonald Islands,2,2,Low
58,Male,62850,748,36084,Auto,Employed,0,Poor,0.546060567,104837,1,Rodriguezton,AZ,Antigua and Barbuda,3,0,Low
40,Non-binary,53500,630,14143,Home,Employed,9,Excellent,0.411909384,103342,3,Middletonmouth,NH,Western Sahara,4,0,Low
68,Male,38254,770,11461,Personal,Unemployed,1,Good,0.516527041,132585,3,Darrylview,UT,Greenland,2,0,Low
36,Non-binary,81768,676,42451,Business,Unemployed,4,Poor,0.580043877,183541,,Port Maryton,GA,Iran,2,2,Low
29,Non-binary,80684,777,41499,Personal,Self-employed,15,Poor,0.183611802,287169,4,Lake Sean,AK,Kyrgyz Republic,2,0,Low
59,Male,112851,770,31965,Auto,Employed,19,Good,0.533353365,248185,2,South Susan,HI,Slovenia,3,0,Medium
37,Non-binary,100501,767,8911,Personal,Unemployed,14,Good,0.177274018,279157,3,New Davidside,VI,Heard Island and McDonald Islands,0,0,Low
26,Female,67498,752,5722,Home,Employed,2,Fair,0.201323882,212268,3,Lindseychester,MT,British Indian Ocean Territory (Chagos Archipelago),,2,Low
18,Female,77255,713,32476,Home,Employed,7,Poor,0.480628164,171826,,Anthonyview,AZ,Isle of Man,,0,Low
64,Non-binary,95475,689,44284,Auto,Self-employed,11,Good,0.465649917,223428,1,Dennisfurt,TX,Myanmar,0,0,High
28,Non-binary,31885,735,21313,Business,Unemployed,0,Excellent,0.490510224,138048,1,North Meagan,AR,Estonia,4,2,Low
69,Female,53978,637,24725,Auto,Self-employed,15,Fair,0.172649209,65774,4,North Mikaylamouth,CO,South Georgia and the South Sandwich Islands,1,2,Low
29,Female,69289,739,5583,Auto,Self-employed,14,Good,0.268439683,253751,2,Lake Leeville,ID,Latvia,0,1,Low
64,Male,119546,756,43821,Auto,Unemployed,5,Fair,0.191726464,104056,4,West Marieberg,OR,American Samoa,,1,Low
30,Non-binary,96519,740,27963,Home,Employed,5,Good,0.583230169,27615,4,West Daniel,AS,Andorra,0,1,Low
41,Female,54311,624,40592,Personal,Self-employed,9,Excellent,0.179352967,234134,3,New Faith,MD,Hong Kong,1,2,Low
67,Female,23052,735,48261,Home,Self-employed,10,Excellent,0.302971156,174316,2,Markborough,MI,Saudi Arabia,2,1,Low
28,Male,48625,675,23721,Home,Self-employed,0,Excellent,0.451267593,285002,0,Katherinehaven,TN,Cuba,0,0,Medium
49,Female,71901,758,23609,Auto,Employed,13,Good,0.4830006,296797,4,New Deanchester,ND,Greenland,1,1,Low
64,Non-binary,62425,633,44113,Personal,Self-employed,2,Excellent,0.147655207,260580,4,Mackenzieshire,MN,Costa Rica,2,1,Medium
49,Non-binary,96687,611,37908,Business,Employed,18,Excellent,0.494042992,42700,2,Brownborough,AK,Vanuatu,1,2,High
64,Male,64264,637,41309,Business,Employed,11,Poor,0.179430967,23141,0,North Maryhaven,IN,Martinique,1,1,Medium
54,Non-binary,69431,768,32861,Home,Employed,13,Excellent,0.460661057,28037,2,New Christopherstad,VT,Niger,0,1,Low
44,Non-binary,117309,780,13807,Home,Self-employed,1,Good,0.333893556,260548,3,North Tylerbury,DC,Trinidad and Tobago,3,1,Medium
61,Non-binary,112297,773,41898,Business,Unemployed,9,Good,0.400565215,231574,3,Brownton,UT,Syrian Arab Republic,4,1,Medium
60,Female,69349,661,15245,Business,Employed,14,Poor,0.249226517,285451,1,New Cesar,TN,Cote d'Ivoire,2,0,Low
31,Female,77298,658,34526,Business,Unemployed,15,Good,0.561577411,253993,3,Hoffmanberg,MA,Papua New Guinea,,1,Low
33,Female,21649,629,49055,Business,Unemployed,11,Fair,0.58208399,281720,4,Lake Andrew,MP,Singapore,,0,Medium
34,Male,46081,774,33530,Auto,Self-employed,18,Fair,0.516119041,54515,2,West Robert,MP,Azerbaijan,2,2,Medium
52,Male,114925,773,20931,Auto,Self-employed,9,Good,0.275553618,281826,,New Brianna,FM,Finland,,1,Low
29,Non-binary,71158,632,42674,Home,Self-employed,17,Excellent,0.385215259,159995,4,Lake Johntown,SC,Kiribati,3,1,Medium
55,Non-binary,66308,735,47395,Personal,Employed,17,Excellent,0.330203929,263627,2,New Brendaburgh,ND,Trinidad and Tobago,0,2,Low
44,Non-binary,64893,726,48059,Home,Employed,14,Good,0.20641625,80913,3,West Kirsten,DE,Saint Lucia,4,2,Medium
20,Non-binary,70929,660,28671,Auto,Self-employed,3,Excellent,0.331368878,294335,,Port Charleneport,FM,Equatorial Guinea,4,0,High
29,Male,82278,786,7749,Home,Unemployed,10,Fair,0.43929555,182784,3,Lake Kimshire,AR,Mauritius,4,1,Low
32,Non-binary,44276,787,6635,Personal,Self-employed,16,Fair,0.523119024,216475,3,Isabellastad,SD,Austria,1,1,Low
40,Male,98002,763,36767,Home,Self-employed,11,Good,0.415093589,128784,0,Carolynbury,NE,Comoros,2,2,Medium
46,Non-binary,84967,764,42219,Home,Unemployed,4,Fair,0.314909578,23960,1,Jonesberg,HI,Finland,,0,Low
26,Male,71630,613,26930,Home,Employed,17,Excellent,0.354724827,233110,2,Higginsfurt,NJ,Northern Mariana Islands,3,0,Low
52,Female,29675,736,31923,Auto,Employed,2,Good,0.254137296,86181,3,Marcusshire,AL,American Samoa,2,0,Low
68,Male,110886,724,17782,Personal,Unemployed,12,Good,0.449853214,198453,2,South Teresaview,ID,Tanzania,1,2,Low
34,Female,79092,646,10452,Home,Self-employed,12,Poor,0.349683134,41639,,Lake Joseph,NY,Mauritius,2,2,High
24,Non-binary,50493,638,40444,Auto,Unemployed,6,Fair,0.501463925,135528,0,Kimberlytown,MS,British Virgin Islands,0,0,Low
48,Non-binary,46804,769,40172,Personal,Self-employed,18,Excellent,0.450107911,48259,,South Deanna,NM,Canada,1,2,Low
55,Non-binary,92623,603,22127,Home,Unemployed,8,Poor,0.288736595,243105,2,Cummingsview,ID,Estonia,0,2,Medium
38,Non-binary,46165,746,42813,Auto,Unemployed,5,Poor,0.470873765,84570,,Samanthaborough,CT,Cocos (Keeling) Islands,4,0,Medium
28,Male,59313,708,11647,Home,Self-employed,9,Good,0.563585402,231740,3,Masseyborough,CT,Egypt,1,2,Low
40,Non-binary,87474,783,17872,Personal,Self-employed,4,Good,0.180646052,264709,3,Danielberg,ID,Svalbard & Jan Mayen Islands,1,0,Low
50,Female,58862,664,23372,Home,Employed,18,Fair,0.59291777,65371,3,Alexismouth,AZ,Iran,0,2,Low
39,Male,51288,637,5493,Personal,Self-employed,14,Fair,0.441190367,74322,,Abbotthaven,OK,Tuvalu,,1,Medium
35,Female,69635,769,17425,Personal,Self-employed,15,Good,0.188116075,62734,2,Lake Whitney,HI,Bouvet Island (Bouvetoya),3,2,Low
49,Female,108896,720,18832,Home,Self-employed,11,Poor,0.381285261,47385,4,Ericmouth,NE,Albania,2,1,Low
51,Female,88079,634,16641,Home,Employed,7,Excellent,0.559299889,92151,4,South Megan,MT,Montserrat,2,2,Low
52,Female,94826,659,35897,Personal,Employed,3,Good,0.432749131,128972,1,Port Frederickfort,MI,Japan,3,1,Medium
22,Female,73804,700,36572,Home,Unemployed,13,Good,0.32797744,37861,,Priceside,RI,Serbia,1,1,High
49,Female,78714,691,38897,Home,Employed,16,Fair,0.23940866,247130,4,Taylorside,MH,Saint Pierre and Miquelon,1,2,Medium
33,Male,103844,795,28966,Auto,Unemployed,14,Excellent,0.455807813,219636,3,Lake Paulmouth,CT,Jordan,3,2,High
38,Non-binary,108517,735,9062,Personal,Self-employed,10,Good,0.33422714,253089,3,Matthewstad,GU,Kiribati,,2,Low
50,Male,35987,742,42694,Home,Unemployed,14,Excellent,0.222208451,176661,0,Thompsonmouth,NM,Hong Kong,4,0,Medium
69,Female,104079,666,44260,Home,Employed,9,Poor,0.105099676,154649,0,Port Tinaborough,ME,Fiji,2,2,Medium
51,Female,87784,716,16391,Business,Unemployed,9,Good,0.560646116,263883,4,North Casey,WA,Chile,2,0,Low
45,Female,119329,740,40890,Home,Self-employed,18,Poor,0.454866508,224863,0,South Katelynmouth,AK,Honduras,2,2,Low
40,Female,33601,716,46955,Auto,Employed,13,Good,0.573000256,91367,4,New Jasonmouth,SC,Pitcairn Islands,3,2,Low
67,Non-binary,56583,671,38191,Personal,Self-employed,0,Excellent,0.113136916,296631,0,New April,IL,Trinidad and Tobago,2,0,Low
51,Female,26030,639,38256,Auto,Unemployed,18,Good,0.209316394,20678,3,Cruzview,RI,Dominica,4,2,Low
52,Non-binary,74510,781,21714,Personal,Unemployed,19,Poor,0.213065506,243657,2,Christopherhaven,GU,Bermuda,3,1,Medium
40,Female,96502,645,11362,Business,Self-employed,9,Good,0.223352245,282000,2,West Valerieport,PR,Nepal,,0,Medium
55,Male,32279,659,25703,Home,Unemployed,6,Poor,0.158691455,195511,,East Jamie,MH,French Southern Territories,1,0,Low
18,Female,37693,620,46767,Business,Unemployed,10,Poor,0.240128044,293639,3,Frankbury,MI,Tunisia,0,1,Low
31,Female,67252,744,23013,Business,Employed,15,Good,0.34621336,30483,1,Jeffreystad,ME,Lebanon,3,0,Low
40,Female,54851,704,14650,Business,Unemployed,13,Good,0.459700155,217135,3,South Derek,DE,Nicaragua,4,2,Medium
47,Non-binary,109063,745,13470,Personal,Employed,1,Good,0.34314783,22671,1,Wallhaven,NV,Lebanon,,0,Medium
35,Non-binary,44977,651,26932,Business,Employed,0,Fair,0.461940146,230043,1,New Audreyborough,GU,Guatemala,4,1,Low
59,Female,44641,671,34523,Personal,Unemployed,13,Fair,0.586630711,154410,4,Mcneilbury,WV,Congo,2,1,High
62,Male,106718,747,33301,Business,Unemployed,16,Good,0.228185344,91564,1,North Danielleside,AL,Mauritius,2,0,Medium
29,Female,52322,676,44050,Auto,Self-employed,10,Excellent,0.370901003,223141,1,New Jennifer,IA,Tanzania,3,1,Low
61,Non-binary,99134,661,9547,Business,Employed,6,Fair,0.137844788,32637,3,Sonyaburgh,NE,Paraguay,2,0,Low
31,Male,93563,759,23277,Home,Employed,15,Poor,0.468125171,280249,4,Williamchester,RI,Saint Kitts and Nevis,0,0,Medium
57,Male,27806,669,45411,Home,Unemployed,3,Excellent,0.395140704,224578,0,Sarahtown,TN,Costa Rica,4,0,Low
18,Female,38414,759,39856,Personal,Employed,7,Excellent,0.333277313,192119,0,Lake Megan,KS,Gabon,4,2,Low
46,Male,88106,697,5682,Personal,Unemployed,4,Fair,0.118733389,71906,2,Scottshire,MO,Lao People's Democratic Republic,2,0,Medium
52,Non-binary,35221,608,16900,Business,Employed,5,Fair,0.453831375,225770,,Lake Hayleyborough,WY,Liberia,1,1,Low
67,Non-binary,28463,716,12210,Home,Employed,3,Fair,0.139239349,256831,1,Port Dawn,MN,Albania,2,1,Low
37,Male,29257,746,16258,Business,Unemployed,14,Excellent,0.477649102,272468,2,New Michaelmouth,OK,Reunion,,1,Medium
66,Female,47584,667,7343,Personal,Self-employed,9,Poor,0.264632251,149867,3,East Curtiston,AL,Kuwait,4,1,Low
35,Male,107793,689,40239,Business,Self-employed,2,Fair,0.142413257,68910,0,Spencermouth,DC,Equatorial Guinea,2,1,Low
51,Female,42650,680,18589,Business,Employed,4,Poor,0.211323032,61930,1,New Joel,AL,Armenia,4,1,Low
52,Non-binary,78933,714,19284,Personal,Employed,5,Fair,0.172714129,34536,2,Lake Ashley,PW,Bahamas,,1,Medium
40,Female,25849,623,22970,Home,Unemployed,12,Fair,0.195462836,285791,,South Austinview,IA,Saint Pierre and Miquelon,,0,Low
30,Non-binary,72188,734,28187,Personal,Unemployed,15,Excellent,0.279504086,235084,4,Dawnshire,NJ,Netherlands,1,1,Low
67,Male,87035,625,5019,Personal,Employed,13,Fair,0.226172604,99023,1,South Reginatown,TN,Bahrain,,2,Low
33,Male,38637,628,16880,Home,Employed,9,Good,0.571531945,207932,,Lake Joshua,WY,Guam,,0,Low
30,Male,109352,781,27829,Home,Employed,17,Fair,0.542047688,273907,,Hunttown,AL,Tanzania,1,1,Medium
47,Non-binary,116565,654,45396,Personal,Self-employed,2,Good,0.520145892,139899,1,Nancyfort,PR,Maldives,0,2,Low
61,Female,96762,682,34116,Home,Unemployed,18,Good,0.518067109,275383,0,Kevinmouth,MD,Grenada,0,1,Low
28,Male,62368,664,20669,Business,Employed,11,Good,0.389082944,96683,3,Nicholasmouth,WV,Saint Pierre and Miquelon,4,0,Medium
35,Non-binary,110947,782,35252,Home,Self-employed,8,Excellent,0.578066773,120663,1,North Nicolestad,WI,North Macedonia,0,2,Medium
52,Non-binary,118463,722,49176,Auto,Employed,8,Good,0.52214321,151355,4,South Tonya,GU,Korea,2,1,Low
37,Non-binary,92321,687,48302,Home,Unemployed,4,Excellent,0.400654822,229309,0,New Jamesbury,KS,Cape Verde,1,0,Medium
35,Female,76305,609,46170,Business,Self-employed,15,Poor,0.29321328,84362,3,North Deannatown,ME,Bulgaria,4,2,Low
39,Non-binary,58418,646,5322,Business,Self-employed,15,Excellent,0.455371026,72544,0,Port Brandyton,NH,Iraq,0,1,Low
19,Non-binary,89483,686,28474,Home,Unemployed,16,Good,0.201113661,111756,1,West Ronaldstad,CO,Netherlands Antilles,2,1,Low
34,Male,52486,704,22981,Business,Unemployed,17,Excellent,0.285688685,258168,3,Mooreburgh,MO,Antigua and Barbuda,4,2,Low
29,Female,90097,675,47314,Auto,Self-employed,2,Fair,0.142881132,180095,1,Adambury,SC,Zambia,4,1,Low
66,Non-binary,82806,736,26481,Auto,Employed,7,Poor,0.50387079,256675,4,Davisville,FM,Anguilla,1,1,Medium
66,Non-binary,83721,670,21967,Auto,Self-employed,11,Fair,0.196360761,115396,0,New Micheleland,CT,Pitcairn Islands,3,0,Low
39,Non-binary,79232,752,25819,Auto,Self-employed,0,Good,0.288031404,188354,1,Joshuatown,SC,Netherlands Antilles,0,1,Low
69,Non-binary,93118,613,43065,Home,Unemployed,8,Fair,0.536736028,201855,1,Marshallport,WA,Egypt,2,2,High
50,Non-binary,75951,629,41460,Business,Self-employed,4,Fair,0.531337154,157444,4,East Markstad,MS,Holy See (Vatican City State),4,2,Medium
66,Male,65959,641,25398,Business,Employed,0,Fair,0.245646151,264028,3,South Bradley,GU,Peru,1,2,Low
48,Female,58493,748,28674,Auto,Employed,19,Excellent,0.54641026,163816,3,Ericshire,IA,Singapore,2,1,Low
62,Male,92264,702,40719,Auto,Unemployed,3,Excellent,0.352611992,77101,3,East Timothystad,DE,Switzerland,0,1,Low
28,Male,81826,659,37126,Personal,Unemployed,13,Fair,0.437153506,247885,1,West Brucemouth,CA,Ecuador,3,1,Medium
27,Female,71524,799,26422,Business,Self-employed,8,Good,0.288188198,110193,3,Brandyfurt,DC,Chile,4,2,Low
66,Non-binary,75535,687,28095,Home,Employed,17,Good,0.209513037,118334,1,Morristown,AZ,Marshall Islands,0,2,Low
40,Female,56182,683,14923,Business,Self-employed,17,Good,0.171058063,63300,0,Johnstonborough,AS,Switzerland,1,1,Low
25,Female,38953,729,21238,Home,Employed,15,Good,0.355563118,30249,0,Alfredbury,AL,French Polynesia,0,2,Low
29,Male,42987,662,46472,Personal,Self-employed,9,Good,0.199496612,211728,2,Jasonside,SC,Indonesia,,1,Medium
30,Non-binary,30176,696,28922,Home,Employed,8,Excellent,0.423272695,108125,3,Jonesfort,FL,South Africa,4,0,Low
62,Female,84334,666,29516,Home,Self-employed,0,Fair,0.11706497,261538,2,Meganmouth,DC,Tunisia,1,2,Low
60,Non-binary,85180,671,12482,Personal,Unemployed,1,Good,0.5776121,284265,1,New Kimberlyberg,GU,Malta,1,1,Low
36,Non-binary,107533,684,11954,Business,Employed,19,Excellent,0.227968169,190451,2,Woodhaven,NH,Macao,0,1,High
64,Non-binary,56775,652,17458,Personal,Self-employed,9,Good,0.39737994,128293,1,Brewerland,HI,Eritrea,0,1,Low
67,Female,52691,738,47229,Home,Self-employed,5,Good,0.134382909,20344,1,North Timothy,VA,Somalia,3,1,High
68,Female,78084,732,27571,Business,Employed,1,Good,0.357716957,251103,1,Thomastown,MD,Poland,,2,Medium
35,Non-binary,60888,692,42226,Business,Unemployed,7,Good,0.420780905,72339,2,Martinezchester,ME,Netherlands Antilles,,0,Medium
28,Non-binary,23051,654,7591,Personal,Employed,10,Good,0.217295493,73937,3,Hernandezstad,ND,Malawi,3,0,Low
38,Female,97714,628,26512,Business,Unemployed,17,Good,0.328368841,284790,0,North Rebeccamouth,GU,Tuvalu,2,2,Low
31,Female,96948,752,26715,Business,Unemployed,15,Fair,0.235818691,70372,0,East Annaland,CT,Monaco,3,0,Low
24,Male,80985,751,15461,Business,Self-employed,16,Excellent,0.250012333,133124,3,Jonathonchester,GU,Angola,1,1,Low
26,Male,51533,705,36686,Home,Employed,14,Excellent,0.458159527,226031,,Bridgeshaven,KY,Jamaica,0,2,Low
34,Female,111257,749,32811,Personal,Unemployed,15,Good,0.289293366,248767,1,Williamsborough,WV,Liechtenstein,,1,Low
30,Non-binary,102168,625,9344,Home,Employed,9,Fair,0.531781865,125632,4,Frankland,DC,Bolivia,2,2,Low
54,Non-binary,119591,754,8347,Home,Unemployed,2,Fair,0.401615968,94916,0,Millerburgh,VI,Jordan,2,2,Medium
48,Non-binary,110060,724,20641,Auto,Employed,17,Good,0.102355041,72033,1,North Gregoryborough,MO,Colombia,1,1,Medium
32,Non-binary,45185,643,14018,Business,Unemployed,0,Excellent,0.106499763,90166,2,North Diana,NC,Brunei Darussalam,3,1,Low
23,Male,27702,695,44679,Home,Unemployed,19,Good,0.218637266,241256,1,Dillonburgh,HI,Vietnam,1,0,Low
21,Non-binary,96681,678,42338,Auto,Self-employed,14,Poor,0.201963807,92416,0,West Ashley,NC,Gabon,4,2,Low
37,Female,62325,612,37309,Personal,Unemployed,15,Excellent,0.252753942,91470,0,South Patrickborough,IN,Serbia,4,2,Low
67,Male,36292,718,25073,Personal,Employed,6,Poor,0.378899878,95428,4,Thomasfurt,FL,Anguilla,2,2,Low
43,Male,112648,617,33370,Auto,Employed,1,Good,0.375423581,91909,3,New Patricia,PA,Bahamas,0,1,Medium
30,Female,77941,656,27500,Personal,Self-employed,3,Excellent,0.418636138,252226,4,Brianview,OR,Cambodia,4,1,Low
25,Male,35657,707,47970,Personal,Unemployed,15,Fair,0.21644418,221419,,Johnfurt,WI,Kazakhstan,4,2,Low
25,Non-binary,26827,653,40446,Home,Self-employed,7,Fair,0.584050163,124927,4,Vaughnchester,WV,Belgium,2,0,Low
36,Male,21119,741,10340,Business,Self-employed,18,Excellent,0.168993866,33531,4,Transtad,GA,Chad,0,2,Medium
26,Male,91427,668,17338,Business,Self-employed,8,Poor,0.402531625,57976,3,New Jessica,FL,Western Sahara,,0,Low
65,Male,88248,657,10696,Personal,Unemployed,14,Poor,0.418313205,53718,4,North Joseland,FL,Saint Kitts and Nevis,0,1,Low
43,Non-binary,25566,680,42212,Business,Unemployed,10,Good,0.571406939,139125,2,Castillostad,TX,Sri Lanka,2,2,Medium
23,Female,39874,690,21011,Personal,Unemployed,3,Excellent,0.34174042,120161,0,Andreaburgh,VI,Uzbekistan,4,0,Low
36,Non-binary,119610,657,11181,Personal,Unemployed,5,Excellent,0.453107012,198845,4,Andrewmouth,MP,Saint Kitts and Nevis,4,1,Medium
26,Male,67498,633,26742,Home,Unemployed,16,Fair,0.111576217,197731,0,Petersonfurt,AZ,Latvia,2,1,Low
40,Female,21358,630,30680,Business,Employed,0,Excellent,0.530482761,141667,1,West Bradley,DE,Bahamas,0,0,Low
48,Non-binary,71581,659,28199,Home,Unemployed,1,Fair,0.513738042,74500,0,South Catherine,AL,Malaysia,0,0,Low
62,Female,93292,685,33453,Home,Employed,9,Poor,0.385640827,35990,3,North Zacharyfurt,NH,American Samoa,3,2,Medium
19,Male,21363,780,26116,Personal,Employed,17,Good,0.352847833,93351,0,East Kurt,GU,Italy,,2,Medium
66,Female,69477,624,28831,Business,Unemployed,5,Excellent,0.596995712,276062,2,North Cynthiabury,ID,Romania,1,2,Low
60,Non-binary,89939,667,32468,Home,Employed,14,Fair,0.517544466,292885,0,Oneillmouth,NC,Uzbekistan,4,1,Low
43,Male,81457,735,38875,Business,Unemployed,13,Poor,0.353685185,75357,4,North Kyle,WA,Saint Pierre and Miquelon,2,0,Low
57,Female,53380,637,21806,Business,Self-employed,9,Excellent,0.464111133,121734,4,Johnsland,TX,Chile,0,2,High
67,Male,117919,733,9133,Personal,Employed,11,Poor,0.239365658,89755,4,Port Sarah,AL,Maldives,2,2,Low
18,Female,27188,715,5479,Business,Unemployed,15,Good,0.223911392,285093,4,South Thomasview,NM,Canada,1,1,Low
41,Female,64156,785,27322,Personal,Employed,12,Excellent,0.554017452,240752,0,Lucashaven,AS,Greece,,0,High
21,Male,44660,708,49447,Personal,Employed,0,Good,0.154207858,33393,3,Roberthaven,NM,Colombia,1,0,Low
41,Male,29854,736,20375,Home,Employed,3,Good,0.43967714,105169,4,Rangelland,MD,Barbados,0,2,Low
61,Female,65612,618,12130,Personal,Unemployed,19,Good,0.489987025,169946,,North Tina,TX,Liberia,4,0,Low
25,Male,62517,640,33248,Home,Employed,11,Good,0.408947484,263109,4,Tracyland,LA,Mongolia,,2,Medium
20,Male,42568,733,23376,Auto,Unemployed,16,Poor,0.386840221,149078,4,Robertsmouth,MI,Zambia,3,1,Low
64,Female,68226,608,27084,Business,Unemployed,14,Excellent,0.376856715,237012,1,Hickmanbury,ND,Egypt,0,2,Low
52,Female,109086,613,26899,Personal,Employed,0,Excellent,0.188652623,37402,,Shanemouth,IL,Saint Kitts and Nevis,0,0,Medium
55,Male,94526,767,24231,Personal,Self-employed,7,Good,0.485850132,43948,2,Derekville,MH,Syrian Arab Republic,2,1,Low
25,Non-binary,70511,661,26990,Home,Unemployed,10,Good,0.545755627,63435,3,Erichaven,IL,Syrian Arab Republic,3,1,Low
30,Female,88481,726,37817,Business,Unemployed,11,Excellent,0.279276702,159449,1,New Crystalville,MD,Egypt,,1,Low
58,Female,88348,735,32256,Business,Unemployed,15,Excellent,0.587123328,268324,,Daltonberg,MO,South Africa,4,0,Medium
25,Male,60332,632,46875,Auto,Self-employed,4,Poor,0.532016831,152272,,North Sherri,KY,Morocco,3,1,Low
26,Non-binary,45909,625,28712,Personal,Unemployed,1,Poor,0.364180347,180675,4,Lake Katherinestad,NV,Slovenia,0,0,Low
57,Non-binary,116940,671,24227,Business,Self-employed,1,Poor,0.183002987,223675,1,Timothyhaven,OR,Turkey,1,2,High
56,Male,38073,718,28961,Business,Unemployed,13,Excellent,0.334121992,190766,2,Lake James,PR,Solomon Islands,2,1,Medium
23,Non-binary,60213,781,40950,Personal,Unemployed,18,Good,0.506040557,204831,1,Port Jamie,MI,Yemen,2,1,Medium
64,Male,98513,604,41077,Personal,Employed,3,Poor,0.36437243,241900,2,Lake Jacob,PW,Jordan,0,1,Low
36,Male,58938,797,17168,Home,Self-employed,3,Good,0.239068527,200905,4,West John,CO,United States Virgin Islands,3,1,Low
29,Non-binary,27504,708,34876,Personal,Unemployed,13,Excellent,0.513289384,218701,4,East Jennifer,CA,Jordan,2,1,Low
55,Female,52099,738,17512,Personal,Self-employed,8,Fair,0.465196668,172738,4,South Michaeltown,NV,Vanuatu,3,2,Low
